call_id,customer_id,agent_id,call_start_datetime,agent_assigned_datetime,call_end_datetime,agent_assign_delay,agent_time_taken
1093484785,6019050225,817160,08-01-2024 01:04,08-01-2024 01:13,08-01-2024 01:27,09:00,14:00
7602289538,5923125014,158319,08-01-2024 01:11,08-01-2024 01:16,08-01-2024 01:22,05:00,06:00
8627682007,7851608207,721730,08-01-2024 01:10,08-01-2024 01:16,08-01-2024 01:19,06:00,03:00
2530572183,474151115,957331,08-01-2024 01:09,08-01-2024 01:18,08-01-2024 01:37,09:00,19:00
7677239872,7964911453,519057,08-01-2024 01:17,08-01-2024 01:22,08-01-2024 01:25,05:00,03:00
8607543793,5473943611,158319,08-01-2024 01:16,08-01-2024 01:23,08-01-2024 01:46,07:00,23:00
6102160207,2522402997,963118,08-01-2024 01:33,08-01-2024 01:36,08-01-2024 01:40,03:00,04:00
8652716010,1075127892,519057,08-01-2024 01:28,08-01-2024 01:37,08-01-2024 01:41,09:00,04:00
288434426,3124328834,488324,08-01-2024 01:33,08-01-2024 01:38,08-01-2024 01:45,05:00,07:00
5289798109,1865758732,721730,08-01-2024 01:35,08-01-2024 01:38,08-01-2024 01:44,03:00,06:00
2400299738,2034858976,963118,08-01-2024 01:33,08-01-2024 01:41,08-01-2024 01:54,08:00,13:00
3107888571,6813371451,519057,08-01-2024 01:37,08-01-2024 01:43,08-01-2024 02:21,06:00,38:00
5737349741,3502189415,158319,08-01-2024 01:43,08-01-2024 01:48,08-01-2024 02:01,05:00,13:00
7890159923,2211669626,488324,08-01-2024 01:39,08-01-2024 01:49,08-01-2024 02:07,10:00,18:00
5969151433,9117107505,721730,08-01-2024 01:43,08-01-2024 01:50,08-01-2024 02:01,07:00,11:00
3311768452,4596031250,963118,08-01-2024 01:47,08-01-2024 01:57,08-01-2024 01:58,10:00,01:00
2200682864,1021848050,963118,08-01-2024 01:52,08-01-2024 02:01,08-01-2024 02:28,09:00,27:00
3283019500,9670049063,158319,08-01-2024 01:59,08-01-2024 02:02,08-01-2024 02:28,03:00,26:00
3042091300,7860650199,721730,08-01-2024 01:52,08-01-2024 02:02,08-01-2024 02:09,10:00,07:00
3241712240,4681308857,817160,08-01-2024 01:57,08-01-2024 02:07,08-01-2024 02:10,10:00,03:00
3715152001,7868123546,488324,08-01-2024 01:58,08-01-2024 02:09,08-01-2024 02:12,11:00,03:00
4165389905,2115027346,957331,08-01-2024 02:04,08-01-2024 02:09,08-01-2024 02:17,05:00,08:00
2141788986,4813289852,721730,08-01-2024 02:05,08-01-2024 02:11,08-01-2024 02:33,06:00,22:00
7348382478,9579912340,488324,08-01-2024 02:12,08-01-2024 02:16,08-01-2024 02:36,04:00,20:00
5925798000,970509652,817160,08-01-2024 02:15,08-01-2024 02:20,08-01-2024 02:26,05:00,06:00
6533095063,1874845993,519057,08-01-2024 02:17,08-01-2024 02:27,08-01-2024 02:29,10:00,02:00
9724788339,80034637,817160,08-01-2024 02:19,08-01-2024 02:27,08-01-2024 02:39,08:00,12:00
845866474,749025406,957331,08-01-2024 02:24,08-01-2024 02:28,08-01-2024 02:39,04:00,11:00
5023614450,7515709977,964561,08-01-2024 02:22,08-01-2024 02:28,08-01-2024 02:34,06:00,06:00
5356883601,4577895380,963118,08-01-2024 02:34,08-01-2024 02:42,08-01-2024 02:48,08:00,06:00
9983959358,4145675283,519057,08-01-2024 02:41,08-01-2024 02:48,08-01-2024 02:50,07:00,02:00
9455719171,9602479406,963118,08-01-2024 02:41,08-01-2024 02:51,08-01-2024 02:52,10:00,01:00
1461417732,5259839017,519057,08-01-2024 02:42,08-01-2024 02:52,08-01-2024 02:57,10:00,05:00
7774450920,2633426588,963118,08-01-2024 02:49,08-01-2024 02:53,08-01-2024 02:57,04:00,04:00
9214147168,8334856492,158319,08-01-2024 02:49,08-01-2024 02:55,08-01-2024 02:59,06:00,04:00
2492747146,3183395555,963118,08-01-2024 02:56,08-01-2024 03:00,08-01-2024 03:22,04:00,22:00
3099385981,918536540,519057,08-01-2024 02:57,08-01-2024 03:06,08-01-2024 03:12,09:00,06:00
6354983973,7077670300,158319,08-01-2024 02:58,08-01-2024 03:07,08-01-2024 03:18,09:00,11:00
4290559626,3113850226,488324,08-01-2024 02:57,08-01-2024 03:07,08-01-2024 03:19,10:00,12:00
9653448853,704761945,721730,08-01-2024 03:04,08-01-2024 03:12,08-01-2024 03:15,08:00,03:00
6788681378,1528736029,519057,08-01-2024 03:13,08-01-2024 03:22,08-01-2024 03:25,09:00,03:00
2326492285,1660622341,963118,08-01-2024 03:14,08-01-2024 03:24,08-01-2024 03:27,10:00,03:00
1804143506,1671136512,963118,08-01-2024 03:19,08-01-2024 03:28,08-01-2024 03:39,09:00,11:00
2931134074,9716882970,519057,08-01-2024 03:19,08-01-2024 03:29,08-01-2024 03:34,10:00,05:00
9508402335,552126053,158319,08-01-2024 03:19,08-01-2024 03:29,08-01-2024 03:57,10:00,28:00
4541295276,4385909865,488324,08-01-2024 03:25,08-01-2024 03:31,08-01-2024 03:55,06:00,24:00
8837237031,8574966585,721730,08-01-2024 03:24,08-01-2024 03:31,08-01-2024 03:42,07:00,11:00
3944632548,1093697716,817160,08-01-2024 03:24,08-01-2024 03:33,08-01-2024 03:36,09:00,03:00
3991780429,5111382615,519057,08-01-2024 03:24,08-01-2024 03:35,08-01-2024 03:45,11:00,10:00
4630350249,7768688740,963118,08-01-2024 03:30,08-01-2024 03:40,08-01-2024 03:47,10:00,07:00
3006081887,8623564699,963118,08-01-2024 03:38,08-01-2024 03:49,08-01-2024 04:15,11:00,26:00
5745907727,3937331764,519057,08-01-2024 03:42,08-01-2024 03:51,08-01-2024 03:58,09:00,07:00
2517801923,1370739504,721730,08-01-2024 03:44,08-01-2024 03:52,08-01-2024 03:54,08:00,02:00
5347725511,7070105525,721730,08-01-2024 03:46,08-01-2024 03:55,08-01-2024 04:01,09:00,06:00
3265727999,5448977201,519057,08-01-2024 03:55,08-01-2024 04:01,08-01-2024 04:01,06:00,00:00
291609054,4545849592,519057,08-01-2024 03:56,08-01-2024 04:02,08-01-2024 04:09,06:00,07:00
5725811355,1773534882,158319,08-01-2024 04:00,08-01-2024 04:04,08-01-2024 04:46,04:00,42:00
2855340256,3182015615,519057,08-01-2024 04:08,08-01-2024 04:14,08-01-2024 04:19,06:00,05:00
2010588624,9073592136,963118,08-01-2024 04:17,08-01-2024 04:21,08-01-2024 04:25,04:00,04:00
1818595932,1093532535,519057,08-01-2024 04:20,08-01-2024 04:24,08-01-2024 04:34,04:00,10:00
5706266824,9206136120,963118,08-01-2024 04:19,08-01-2024 04:29,08-01-2024 04:42,10:00,13:00
3209820220,1435611515,519057,08-01-2024 04:33,08-01-2024 04:38,08-01-2024 04:42,05:00,04:00
4498597955,4283047162,488324,08-01-2024 04:34,08-01-2024 04:40,08-01-2024 05:01,06:00,21:00
6611494442,8346569426,721730,08-01-2024 04:35,08-01-2024 04:42,08-01-2024 04:47,07:00,05:00
3494281557,3732525410,964561,08-01-2024 04:36,08-01-2024 04:45,08-01-2024 05:31,09:00,46:00
7488458159,158783495,721730,08-01-2024 04:52,08-01-2024 04:57,08-01-2024 05:07,05:00,10:00
2845747512,3331596272,519057,08-01-2024 04:50,08-01-2024 04:57,08-01-2024 05:04,07:00,07:00
4126649116,9170366175,957331,08-01-2024 04:55,08-01-2024 05:02,08-01-2024 05:16,07:00,14:00
691446525,4081247133,817160,08-01-2024 04:55,08-01-2024 05:04,08-01-2024 05:11,09:00,07:00
8824481397,2698732013,878048,08-01-2024 05:02,08-01-2024 05:06,08-01-2024 05:16,04:00,10:00
8655666048,8387449218,274746,08-01-2024 05:03,08-01-2024 05:08,08-01-2024 05:27,05:00,19:00
3703662675,6122895320,828869,08-01-2024 04:58,08-01-2024 05:08,08-01-2024 05:16,10:00,08:00
5466016706,8606400594,758927,08-01-2024 05:02,08-01-2024 05:09,08-01-2024 05:22,07:00,13:00
2894499901,5483908606,524049,08-01-2024 05:06,08-01-2024 05:11,08-01-2024 05:19,05:00,08:00
3817230689,390235425,922729,08-01-2024 05:03,08-01-2024 05:12,08-01-2024 05:25,09:00,13:00
3182938486,8464019059,878048,08-01-2024 05:10,08-01-2024 05:18,08-01-2024 05:50,08:00,32:00
3397199569,7483282012,828869,08-01-2024 05:19,08-01-2024 05:24,08-01-2024 05:32,05:00,08:00
7836953676,6246260993,758927,08-01-2024 05:15,08-01-2024 05:24,08-01-2024 05:42,09:00,18:00
6627861747,5013696926,274746,08-01-2024 05:26,08-01-2024 05:29,08-01-2024 05:30,03:00,01:00
4886165173,9360139623,964561,08-01-2024 05:26,08-01-2024 05:36,08-01-2024 06:20,10:00,44:00
8239912427,5608141955,274746,08-01-2024 05:28,08-01-2024 05:36,08-01-2024 05:40,08:00,04:00
8691681579,6932166895,828869,08-01-2024 05:31,08-01-2024 05:38,08-01-2024 05:42,07:00,04:00
6498077982,1668539655,524049,08-01-2024 05:28,08-01-2024 05:38,08-01-2024 05:40,10:00,02:00
815115244,4307740637,274746,08-01-2024 05:42,08-01-2024 05:47,08-01-2024 05:53,05:00,06:00
1162237184,6232165593,828869,08-01-2024 05:46,08-01-2024 05:50,08-01-2024 06:03,04:00,13:00
3723048188,6674285236,878048,08-01-2024 05:40,08-01-2024 05:51,08-01-2024 05:53,11:00,02:00
3564872843,3930806595,878048,08-01-2024 05:52,08-01-2024 05:57,08-01-2024 05:58,05:00,01:00
1286275736,1937915435,274746,08-01-2024 05:49,08-01-2024 05:58,08-01-2024 06:06,09:00,08:00
4155225595,8341598737,878048,08-01-2024 05:52,08-01-2024 06:00,08-01-2024 06:08,08:00,08:00
9310693795,4367883724,758927,08-01-2024 05:52,08-01-2024 06:02,08-01-2024 06:06,10:00,04:00
5120262550,4499552098,524049,08-01-2024 05:52,08-01-2024 06:02,08-01-2024 06:08,10:00,06:00
4963458977,5621041498,274746,08-01-2024 06:04,08-01-2024 06:08,08-01-2024 06:11,04:00,03:00
4458776244,5335489097,878048,08-01-2024 06:00,08-01-2024 06:09,08-01-2024 06:24,09:00,15:00
6865223937,3129358876,828869,08-01-2024 06:01,08-01-2024 06:09,08-01-2024 06:21,08:00,12:00
2221555263,7893261683,274746,08-01-2024 06:07,08-01-2024 06:14,08-01-2024 06:23,07:00,09:00
7593460378,6973851496,758927,08-01-2024 06:12,08-01-2024 06:20,08-01-2024 06:30,08:00,10:00
5555212163,655218288,964561,08-01-2024 06:22,08-01-2024 06:34,08-01-2024 06:39,12:00,05:00
5633809296,2173186997,964561,08-01-2024 06:35,08-01-2024 06:40,08-01-2024 06:45,05:00,05:00
9748102747,8296830309,878048,08-01-2024 06:33,08-01-2024 06:41,08-01-2024 06:47,08:00,06:00
2457729996,7231792600,964561,08-01-2024 06:50,08-01-2024 06:54,08-01-2024 06:58,04:00,04:00
9452610855,2961189970,964561,08-01-2024 06:53,08-01-2024 07:00,08-01-2024 07:04,07:00,04:00
3628122319,9970923895,878048,08-01-2024 07:00,08-01-2024 07:03,08-01-2024 07:06,03:00,03:00
8966807387,5612851401,964561,08-01-2024 07:06,08-01-2024 07:14,08-01-2024 07:25,08:00,11:00
355940870,8268551277,878048,08-01-2024 07:07,08-01-2024 07:18,08-01-2024 07:20,11:00,02:00
3266080628,7669616859,878048,08-01-2024 07:17,08-01-2024 07:22,08-01-2024 07:27,05:00,05:00
9426822806,1194613318,878048,08-01-2024 07:28,08-01-2024 07:34,08-01-2024 07:35,06:00,01:00
2150175631,1097041812,878048,08-01-2024 07:32,08-01-2024 07:41,08-01-2024 07:43,09:00,02:00
5892797648,3283674418,878048,08-01-2024 07:41,08-01-2024 07:45,08-01-2024 07:56,04:00,11:00
5842119015,5936752194,274746,08-01-2024 07:38,08-01-2024 07:47,08-01-2024 07:51,09:00,04:00
6308193786,2827883314,878048,08-01-2024 07:55,08-01-2024 08:01,08-01-2024 08:05,06:00,04:00
6964421535,2054531384,274746,08-01-2024 07:54,08-01-2024 08:01,08-01-2024 08:06,07:00,05:00
6794219624,2943030861,828869,08-01-2024 07:55,08-01-2024 08:02,08-01-2024 08:17,07:00,15:00
6581088938,5786189594,758927,08-01-2024 07:59,08-01-2024 08:02,08-01-2024 08:11,03:00,09:00
9993775527,6532857051,524049,08-01-2024 07:54,08-01-2024 08:02,08-01-2024 08:05,08:00,03:00
5450426391,6168939039,922729,08-01-2024 07:55,08-01-2024 08:03,08-01-2024 08:29,08:00,26:00
2018280855,3063620412,915618,08-01-2024 07:56,08-01-2024 08:04,08-01-2024 08:20,08:00,16:00
915962130,799074657,878048,08-01-2024 07:59,08-01-2024 08:09,08-01-2024 08:11,10:00,02:00
7127665247,6018774716,274746,08-01-2024 08:01,08-01-2024 08:09,08-01-2024 08:10,08:00,01:00
3666446277,8968814023,524049,08-01-2024 08:03,08-01-2024 08:10,08-01-2024 08:16,07:00,06:00
8984455291,2713059876,274746,08-01-2024 08:02,08-01-2024 08:11,08-01-2024 08:13,09:00,02:00
1525233923,7739558002,878048,08-01-2024 08:06,08-01-2024 08:12,08-01-2024 08:41,06:00,29:00
5431519237,6944762651,758927,08-01-2024 08:01,08-01-2024 08:12,08-01-2024 08:15,11:00,03:00
4346744236,4031423656,825827,08-01-2024 08:08,08-01-2024 08:12,08-01-2024 09:04,04:00,52:00
4816340535,8218702731,788537,08-01-2024 08:08,08-01-2024 08:13,08-01-2024 08:32,05:00,19:00
4809910796,9723822305,499403,08-01-2024 08:10,08-01-2024 08:13,08-01-2024 08:23,03:00,10:00
5217078198,3315479167,274746,08-01-2024 07:59,08-01-2024 08:14,08-01-2024 08:34,15:00,20:00
367804319,9652148020,131036,08-01-2024 08:07,08-01-2024 08:14,08-01-2024 08:20,07:00,06:00
972292759,480562026,289402,08-01-2024 08:11,08-01-2024 08:15,08-01-2024 08:17,04:00,02:00
4675010716,2356514832,814752,08-01-2024 08:07,08-01-2024 08:15,08-01-2024 08:21,08:00,06:00
8614154068,6559437741,462743,08-01-2024 08:03,08-01-2024 08:15,08-01-2024 08:20,12:00,05:00
6186829781,4802648291,215457,08-01-2024 08:10,08-01-2024 08:15,08-01-2024 08:22,05:00,07:00
9216262244,4219414410,436472,08-01-2024 08:10,08-01-2024 08:15,08-01-2024 08:23,05:00,08:00
9761028950,4479774607,758927,08-01-2024 08:05,08-01-2024 08:16,08-01-2024 08:49,11:00,33:00
3766236397,9390107463,153460,08-01-2024 08:10,08-01-2024 08:16,08-01-2024 08:18,06:00,02:00
2593524963,3691528512,607742,08-01-2024 08:09,08-01-2024 08:16,08-01-2024 08:23,07:00,07:00
2890018342,7918734415,524049,08-01-2024 08:02,08-01-2024 08:17,08-01-2024 08:43,15:00,26:00
3384912975,8842275599,828869,08-01-2024 08:10,08-01-2024 08:20,08-01-2024 08:47,10:00,27:00
2049935935,4669779861,289402,08-01-2024 08:13,08-01-2024 08:20,08-01-2024 08:34,07:00,14:00
7765452553,271278066,915618,08-01-2024 08:09,08-01-2024 08:21,08-01-2024 08:40,12:00,19:00
2684115029,1429493176,131036,08-01-2024 08:14,08-01-2024 08:21,08-01-2024 08:42,07:00,21:00
585740895,6141232125,814752,08-01-2024 08:13,08-01-2024 08:22,08-01-2024 08:41,09:00,19:00
4124838721,174687241,462743,08-01-2024 08:18,08-01-2024 08:23,08-01-2024 08:55,05:00,32:00
4143899688,2297975979,215457,08-01-2024 08:14,08-01-2024 08:23,08-01-2024 08:29,09:00,06:00
5888839821,6281616721,499403,08-01-2024 08:18,08-01-2024 08:25,08-01-2024 08:29,07:00,04:00
5887855579,5763074495,436472,08-01-2024 08:21,08-01-2024 08:26,08-01-2024 08:40,05:00,14:00
2328809947,8389447762,153460,08-01-2024 08:24,08-01-2024 08:27,08-01-2024 08:29,03:00,02:00
2258976474,3414862714,607742,08-01-2024 08:24,08-01-2024 08:27,08-01-2024 08:31,03:00,04:00
9493952202,6921265666,600666,08-01-2024 08:22,08-01-2024 08:28,08-01-2024 08:46,06:00,18:00
8350670977,3459967339,376343,08-01-2024 08:20,08-01-2024 08:28,08-01-2024 08:59,08:00,31:00
998095929,9390991527,619806,08-01-2024 08:20,08-01-2024 08:28,08-01-2024 08:37,08:00,09:00
5974121962,8033431665,369972,08-01-2024 08:20,08-01-2024 08:28,08-01-2024 08:30,08:00,02:00
5702105939,7399286438,922729,08-01-2024 08:22,08-01-2024 08:31,08-01-2024 08:32,09:00,01:00
4808821794,929291604,499403,08-01-2024 08:28,08-01-2024 08:31,08-01-2024 08:34,03:00,03:00
471919827,6561043249,215457,08-01-2024 08:21,08-01-2024 08:31,08-01-2024 08:37,10:00,06:00
8245792247,3168184624,922729,08-01-2024 08:26,08-01-2024 08:33,08-01-2024 08:55,07:00,22:00
3326242904,420587437,788537,08-01-2024 08:24,08-01-2024 08:33,08-01-2024 08:36,09:00,03:00
625472288,9394597611,274746,08-01-2024 08:30,08-01-2024 08:36,08-01-2024 09:08,06:00,32:00
529250087,7020240383,499403,08-01-2024 08:33,08-01-2024 08:36,08-01-2024 08:37,03:00,01:00
369511808,8931735854,788537,08-01-2024 08:28,08-01-2024 08:38,08-01-2024 08:48,10:00,10:00
1790444108,6485188740,499403,08-01-2024 08:30,08-01-2024 08:39,08-01-2024 08:53,09:00,14:00
9275253129,9128419190,289402,08-01-2024 08:35,08-01-2024 08:39,08-01-2024 08:54,04:00,15:00
3063375824,4777037803,215457,08-01-2024 08:30,08-01-2024 08:39,08-01-2024 08:49,09:00,10:00
7769577839,6770490192,153460,08-01-2024 08:28,08-01-2024 08:39,08-01-2024 08:42,11:00,03:00
3857653673,1189765600,607742,08-01-2024 08:36,08-01-2024 08:40,08-01-2024 08:48,04:00,08:00
8567122492,3866555697,619806,08-01-2024 08:32,08-01-2024 08:40,08-01-2024 08:46,08:00,06:00
8487711690,9298308725,915618,08-01-2024 08:31,08-01-2024 08:41,08-01-2024 08:41,10:00,00:00
767542571,4755215100,878048,08-01-2024 08:38,08-01-2024 08:42,08-01-2024 08:45,04:00,03:00
1865141600,6685588120,915618,08-01-2024 08:33,08-01-2024 08:42,08-01-2024 08:44,09:00,02:00
186231552,6407129515,131036,08-01-2024 08:38,08-01-2024 08:43,08-01-2024 09:04,05:00,21:00
1356740595,4345509452,524049,08-01-2024 08:35,08-01-2024 08:44,08-01-2024 08:46,09:00,02:00
3339020161,4304377529,814752,08-01-2024 08:39,08-01-2024 08:44,08-01-2024 08:46,05:00,02:00
9795806060,3700605415,436472,08-01-2024 08:38,08-01-2024 08:44,08-01-2024 08:47,06:00,03:00
2338361322,5984580004,915618,08-01-2024 08:34,08-01-2024 08:45,08-01-2024 09:00,11:00,15:00
7043032013,3904103912,153460,08-01-2024 08:37,08-01-2024 08:45,08-01-2024 08:46,08:00,01:00
5678060132,6206117807,878048,08-01-2024 08:41,08-01-2024 08:46,08-01-2024 09:23,05:00,37:00
9049645827,2300610798,369972,08-01-2024 08:37,08-01-2024 08:46,08-01-2024 08:49,09:00,03:00
345016507,9695213397,524049,08-01-2024 08:44,08-01-2024 08:47,08-01-2024 08:51,03:00,04:00
8984018889,7449009249,814752,08-01-2024 08:39,08-01-2024 08:47,08-01-2024 09:03,08:00,16:00
6761810180,2686604075,153460,08-01-2024 08:37,08-01-2024 08:47,08-01-2024 08:47,10:00,00:00
1467423538,9075640245,600666,08-01-2024 08:44,08-01-2024 08:47,08-01-2024 08:52,03:00,05:00
3994254298,6229558385,828869,08-01-2024 08:38,08-01-2024 08:48,08-01-2024 09:08,10:00,20:00
800257006,1905852344,436472,08-01-2024 08:43,08-01-2024 08:48,08-01-2024 08:54,05:00,06:00
7458094693,6239024977,788537,08-01-2024 08:46,08-01-2024 08:49,08-01-2024 09:01,03:00,12:00
2321172423,236745319,758927,08-01-2024 08:40,08-01-2024 08:50,08-01-2024 08:52,10:00,02:00
2764587410,5749601304,524049,08-01-2024 08:42,08-01-2024 08:52,08-01-2024 08:54,10:00,02:00
7784917409,5969640641,758927,08-01-2024 08:42,08-01-2024 08:53,08-01-2024 08:57,11:00,04:00
1841063213,8442739877,215457,08-01-2024 08:47,08-01-2024 08:53,08-01-2024 09:00,06:00,07:00
9605740557,9364804988,524049,08-01-2024 08:47,08-01-2024 08:55,08-01-2024 09:00,08:00,05:00
9796254073,6475687365,922729,08-01-2024 08:54,08-01-2024 08:57,08-01-2024 09:07,03:00,10:00
3794126636,8308180535,758927,08-01-2024 08:49,08-01-2024 08:58,08-01-2024 09:07,09:00,09:00
1940316635,7897296272,499403,08-01-2024 08:51,08-01-2024 08:59,08-01-2024 09:11,08:00,12:00
9252806416,8688775231,289402,08-01-2024 08:51,08-01-2024 08:59,08-01-2024 09:03,08:00,04:00
7062397166,1918983723,462743,08-01-2024 08:49,08-01-2024 08:59,08-01-2024 09:22,10:00,23:00
7096455143,898078669,436472,08-01-2024 08:49,08-01-2024 09:00,08-01-2024 09:15,11:00,15:00
9424672408,6726935550,524049,08-01-2024 08:54,08-01-2024 09:01,08-01-2024 09:20,07:00,19:00
7841630165,1187990475,915618,08-01-2024 08:55,08-01-2024 09:02,08-01-2024 09:04,07:00,02:00
7647377134,5781574427,788537,08-01-2024 08:54,08-01-2024 09:02,08-01-2024 09:04,08:00,02:00
6445984989,3494845798,215457,08-01-2024 08:54,08-01-2024 09:02,08-01-2024 09:06,08:00,04:00
3324493822,9740518817,289402,08-01-2024 08:57,08-01-2024 09:04,08-01-2024 09:10,07:00,06:00
1090870234,9279770122,814752,08-01-2024 08:56,08-01-2024 09:04,08-01-2024 09:15,08:00,11:00
7130234576,2548868856,153460,08-01-2024 08:55,08-01-2024 09:04,08-01-2024 09:07,09:00,03:00
4593315374,1448092013,915618,08-01-2024 09:01,08-01-2024 09:05,08-01-2024 09:16,04:00,11:00
2637809196,2139034674,825827,08-01-2024 09:02,08-01-2024 09:06,08-01-2024 09:10,04:00,04:00
2096708473,2438390031,788537,08-01-2024 08:55,08-01-2024 09:06,08-01-2024 09:15,11:00,09:00
7689704398,8521860286,131036,08-01-2024 08:59,08-01-2024 09:07,08-01-2024 09:20,08:00,13:00
6655849241,2971678936,215457,08-01-2024 09:03,08-01-2024 09:07,08-01-2024 09:17,04:00,10:00
5401438897,6942343286,274746,08-01-2024 09:00,08-01-2024 09:09,08-01-2024 09:41,09:00,32:00
9388435740,8198242256,828869,08-01-2024 09:01,08-01-2024 09:10,08-01-2024 09:19,09:00,09:00
6626993147,8636330144,758927,08-01-2024 09:02,08-01-2024 09:11,08-01-2024 09:16,09:00,05:00
7655517504,3011113737,922729,08-01-2024 09:00,08-01-2024 09:11,08-01-2024 09:13,11:00,02:00
3145934504,2917117093,825827,08-01-2024 09:05,08-01-2024 09:12,08-01-2024 09:14,07:00,02:00
5123350455,9613462565,499403,08-01-2024 09:03,08-01-2024 09:13,08-01-2024 09:14,10:00,01:00
9042144641,2634779687,922729,08-01-2024 09:11,08-01-2024 09:15,08-01-2024 09:25,04:00,10:00
5551744814,3547300545,825827,08-01-2024 09:07,08-01-2024 09:16,08-01-2024 10:08,09:00,52:00
9653347069,8825123709,758927,08-01-2024 09:07,08-01-2024 09:17,08-01-2024 09:36,10:00,19:00
6720432788,6277240698,915618,08-01-2024 09:07,08-01-2024 09:17,08-01-2024 09:32,10:00,15:00
4330005094,856732097,788537,08-01-2024 09:12,08-01-2024 09:17,08-01-2024 09:25,05:00,08:00
2109938587,6108753210,499403,08-01-2024 09:10,08-01-2024 09:17,08-01-2024 09:20,07:00,03:00
8804527058,6139909668,289402,08-01-2024 09:09,08-01-2024 09:18,08-01-2024 09:24,09:00,06:00
750943900,4671147990,814752,08-01-2024 09:11,08-01-2024 09:18,08-01-2024 09:24,07:00,06:00
8139162586,2791748282,215457,08-01-2024 09:10,08-01-2024 09:18,08-01-2024 09:22,08:00,04:00
6803900104,4668908469,436472,08-01-2024 09:08,08-01-2024 09:19,08-01-2024 09:23,11:00,04:00
9951665354,3721553064,828869,08-01-2024 09:13,08-01-2024 09:20,08-01-2024 09:23,07:00,03:00
2095470727,836668258,153460,08-01-2024 09:16,08-01-2024 09:20,08-01-2024 09:42,04:00,22:00
571689194,6262664258,607742,08-01-2024 09:13,08-01-2024 09:20,08-01-2024 09:23,07:00,03:00
7464282955,5777788286,524049,08-01-2024 09:11,08-01-2024 09:21,08-01-2024 09:25,10:00,04:00
8935422797,6533715796,499403,08-01-2024 09:13,08-01-2024 09:22,08-01-2024 09:28,09:00,06:00
6062040810,4689597701,131036,08-01-2024 09:13,08-01-2024 09:22,08-01-2024 09:35,09:00,13:00
268434877,9803010142,462743,08-01-2024 09:14,08-01-2024 09:23,08-01-2024 09:26,09:00,03:00
4069730994,8082552351,878048,08-01-2024 09:11,08-01-2024 09:24,08-01-2024 09:39,13:00,15:00
2270967234,149859178,828869,08-01-2024 09:20,08-01-2024 09:25,08-01-2024 09:40,05:00,15:00
8525506359,2966478473,788537,08-01-2024 09:20,08-01-2024 09:26,08-01-2024 10:26,06:00,00:00
438834035,7565713000,524049,08-01-2024 09:22,08-01-2024 09:27,08-01-2024 09:37,05:00,10:00
7064050810,3894201036,922729,08-01-2024 09:22,08-01-2024 09:27,08-01-2024 09:45,05:00,18:00
1115998471,6437734671,289402,08-01-2024 09:20,08-01-2024 09:27,08-01-2024 09:40,07:00,13:00
5997532308,2381282222,499403,08-01-2024 09:22,08-01-2024 09:29,08-01-2024 09:34,07:00,05:00
